Title,Category,Sub-Category,Skills,Rating,Number of viewers,Site,Level,Price
Guitar Chord Voicings: Playing Up The Neck,Arts and Humanities,Music and Art,"playing guitar,Music,Music notation,Guitar chords,Guitar,",4.7,50.0,Coursera,,
Professional Selling: Step 2 - Prepare Like a High-Performer,Business,Marketing,"Utilize methods for talking with and engaging leads,Strategize to gain qualified leads and referrals,Establish needs and problems that needs solutions for a prospect,Differentiate the traits that make up a good prospect from those of a bad prospect,Track conversion ratios,",,,Coursera,,
Robotics: Capstone,Physical Science and Engineering,Mechanical Engineering,"Python Programming,Robotics,Raspberry Pi,Matlab,",4.6,108.0,Coursera,,
"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan",Business,Entrepreneurship,,4.6,149.0,Coursera,,
Project Valuation and the Capital Budgeting Process,Business,Leadership and Management,"Project Valuation: NPV IRR and Payback Period,Creating a Compelling Project Business Case,Discounted Cash Flow Analysis,Project Selection Techniques,",5.0,20.0,Coursera,,
Scrum Master Certification: Scaling Agile and the Team-of-Teams,Computer Science,Software Development,,4.5,310.0,Coursera,,
The fundamentals of hotel distribution,Business,Business Strategy,"Hospitality Management,Revenue Management,Hospitality Management Studies,Hotel Management,",4.7,1258.0,Coursera,,
Intercultural Communication and Conflict Resolution,Business,Business Essentials,,4.5,523.0,Coursera,,
Effective Communication Capstone Project,Business,Business Essentials,"Communication Design,Presentation,Communication,Public Speaking,Business Writing,",4.7,123.0,Coursera,,
Cybersecurity Capstone:  Breach Response Case Studies,Information Technology,Security,"security analyst,Cybersecurity,cyber attack,Computer Security Incident Management,Breach (Security Exploit),",4.8,1197.0,Coursera,,
Pixel Art for Video Games,Arts and Humanities,Music and Art,,4.5,206.0,Coursera,,
Accounting Analytics,Business,Finance,"Accounting,Analytics,Earnings Management,Finance,",4.5,2894.0,Coursera,,
Python and Machine-Learning for Asset Management with Alternative Data Sets,Business,Finance,"Advanced vizualisation,Basics of consuption-based alternative data,Text mining methodologies,Web-scritpting tools,",4.4,221.0,Coursera,,
Evaluating Designs with Users,Computer Science,Design and Product,"User Research,human computer interaction,User Experience (UX),User Experience Design (UXD),",4.8,258.0,Coursera,,
Geospatial and Environmental Analysis,Physical Science and Engineering,Environmental Science and Sustainability,,4.8,1165.0,Coursera,,
Agile Analytics,Computer Science,Design and Product,"Software Development,Product Management,Agile Software Development,",4.7,422.0,Coursera,,
Business English: Meetings,Language Learning,Learning English,"Professional,English Language,Meeting,Writing,",4.8,919.0,Coursera,,
Immunology: Immune Failures and Cancer Immunology,Health,Basic Science,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",,,Coursera,,
Conflict Resolution Skills,Business,Business Essentials,"Active Listening,Communication,Management,Collaboration,",4.4,938.0,Coursera,,
The Strategist's Challenge,Business,Leadership and Management,"strategy,Swot Analysis,Value Proposition,Competitiveness,",4.8,38.0,Coursera,,
Gmail,Information Technology,Cloud Computing,,4.8,705.0,Coursera,,
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Data Science,Data Analysis,"Statistics,Statistical Analysis,Normal Distribution,Poisson Distribution,",4.7,2387.0,Coursera,,
Clinical Trials Data Management and Quality Assurance,Health,Public Health,"Data Management,Statistical Analysis,Clinical Data Management,Data Collection,Monitoring,",4.7,25.0,Coursera,,
Advertising and E-commerce on TikTok,Business,Marketing,"Marketing Plan,Market Analysis,Social Media Marketing,E-Commerce,",,,Coursera,,
Introduction to Biology: Evolution,Physical Science and Engineering,Environmental Science and Sustainability,,4.9,14.0,Coursera,,
IELTS Writing Section Skills Mastery,Language Learning,Learning English,,4.7,785.0,Coursera,,
Fundamentals of Data Visualization,Data Science,Data Analysis,"Evaluation Design,Visualizing data with Altair,User-Centered Design (Create basic visualizations that match data and user needs),Task Analysis (Define elements of a data analysis and/or communication problem),",4.8,17.0,Coursera,,
"Introduction to Software, Programming, and Databases",Computer Science,Software Development,"Software Development Process,database management,IT Fundamentals,Software Application Development,Computer Programming,",4.8,136.0,Coursera,,
Developing Interpersonal Skills,Personal Development,Personal Development,"Listening Skills,People Management,Soft skills,Communication,Organizational Conflict,",4.8,74.0,Coursera,,
Blockchain Business Models,Business,Finance,"Cryptocurrency,Blockchains,Business Model,Disruptive Innovation,Innovation,",4.7,340.0,Coursera,,
Business English: Capstone Project,Language Learning,Learning English,,4.8,142.0,Coursera,,
Web Design: Strategy and Information Architecture,Arts and Humanities,Music and Art,"Adobe Illustrator,Adobe Indesign,Treejack,",4.8,1124.0,Coursera,,
Herramientas de gestión de proyectos de desarrollo,Social Sciences,Governance and Society,"Control de proyecto,Gestión de proyectos,Sostenibilidad,Gestión de Recursos Humanos,Manejo del tiempo,",4.9,41.0,Coursera,,
Inventory Analytics,Business,Business Essentials,"Inventory Control,Data Analysis,Sales And Operations Planning,Supply Chain,",4.5,193.0,Coursera,,
Probabilistic Graphical Models 3: Learning,Data Science,Machine Learning,"Algorithms,Expectation–Maximization (EM) Algorithm,Graphical Model,Markov Random Field,",4.6,297.0,Coursera,,
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),Health,Healthcare Management,"Patient Care,Systems Thinking,Quality Improvement,",4.8,1335.0,Coursera,,
C Programming: Pointers and Memory Management - 4,Computer Science,Software Development,"Computer Programming,C Programming,",4.7,27.0,Coursera,,
Accounting for Mergers and Acquisitions: Foundations,Business,Finance,,,,Coursera,,
Non-Equilibrium Applications of Statistical Thermodynamics,Physical Science and Engineering,Mechanical Engineering,"Gases,Solids,Thermodynamics,Liquids,Mechanical Engineering,",4.4,82.0,Coursera,,
Google Meet and Google Chat en Español,Information Technology,Cloud Computing,"Streams,Retain,Email,Upload,",4.8,12.0,Coursera,,
Administración para obtener resultados,Business,Leadership and Management,,4.9,457.0,Coursera,,
Strategic Innovation: Building and Sustaining Innovative Organizations,Business,Marketing,"Business Model,Innovation,Business Value,Innovation Management,",4.8,1105.0,Coursera,,
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering,Mechanical Engineering,"Autodesk,Computer-Aided Design (CAD),Fusion 360,Mechanical Engineering,Modeling,",4.8,1076.0,Coursera,,
Building and Managing Superior Skills,Personal Development,Personal Development,"Self-Assessment,Skills Management,Self-Coaching,Competence (Human Resources),Competitiveness,",4.5,111.0,Coursera,,
Agile Leader Training,Business,Leadership and Management,,4.7,263.0,Coursera,,
Java for Android,Computer Science,Mobile and Web Development,"Logic Programming,Android Studio,Java Programming,Object-Oriented Programming (OOP),",4.5,2998.0,Coursera,,
IS/IT Governance,Information Technology,Support and Operations,"Management,IT Skills and Knowledge,Finance and accounting skills and knowledge,",4.7,576.0,Coursera,,
Leading and Developing Top Talent,Business,Leadership and Management,"Attract and retain a diverse team of employees,Increase collaboration by implementing strategies for team performance,Understand the purpose and importance of developing a team culture,Promote effective communication for both individuals and group members,Ensure accountability to diversity and inclusion efforts for a sense of belonging,",,,Coursera,,
Advanced Topics and Future Trends in Database Technologies,Information Technology,Data Management,"Database (DBMS),Data Warehousing,NoSQL,Big Data,database administration,",4.8,16.0,Coursera,,
Data Manipulation in RPA,Computer Science,Software Development,"Data Manipulation,Uipath,List,Dictionary,rpa,",4.8,37.0,Coursera,,
Digitalisation in Aeronautics,Physical Science and Engineering,Mechanical Engineering,,4.7,138.0,Coursera,,
Essentials of Corporate Finance Capstone,Business,Finance,,4.7,114.0,Coursera,,
The Nuts and Bolts of Public Relations,Business,Marketing,"Press Release,Public Relations,Branding,Influencers,",4.1,12.0,Coursera,,
Digital Media and Marketing Strategies,Business,Marketing,"Digital Marketing,Social Media,Content Marketing,search marketing,Brand Communication,",4.6,2944.0,Coursera,,
UiPath Orchestrator and Capstone Projects,Computer Science,Software Development,"Asset,UiPath Orchestrator,Orchestrator user interface,Queues,",4.9,24.0,Coursera,,
Agile Organization,Business,Leadership and Management,,4.7,155.0,Coursera,,
Speaking and Presenting: Tact,Personal Development,Personal Development,"empathy,Respect,Verbal Dexterity,Good Judgment,",4.7,21.0,Coursera,,
"Using JavaScript, JQuery, and JSON in Django",Computer Science,Mobile and Web Development,"Document Object Model (DOM),Jquery,Many-to-many data modeling,Json,JavaScript,",4.8,255.0,Coursera,,
Leadership Through Marketing,Business,Leadership and Management,"Advertising,Data Analysis,Analytics,Marketing,",4.6,437.0,Coursera,,
Fundamentals of Macroscopic and Microscopic Thermodynamics,Physical Science and Engineering,Mechanical Engineering,"Mechanical Engineering,Chemistry,Fluid Mechanics,Quantum Mechanics,",4.3,234.0,Coursera,,
Investments II: Lessons and Applications for Investors,Business,Finance,"Stock,Financial Markets,Investment Strategy,Investment,",4.8,811.0,Coursera,,
Data Visualization,Data Science,Data Analysis,"Data Visualization Software,Tableau Software,Data Virtualization,Data Visualization (DataViz),",4.5,1337.0,Coursera,,
UI Automation and Selectors,Computer Science,Software Development,"Input Actions Automation,Selectors,Recording in Studio,User Interface Automation,rpa,",4.8,20.0,Coursera,,
Project Management: Life cycle and project planning,Business,Leadership and Management,"Project Planning,Schedule (Project Management),Project Management Triangle,Scope (Project Management),Project Management,",4.9,35.0,Coursera,,
Deep Learning Methods for Healthcare,Data Science,Machine Learning,"Graphs,Unsupervised Learning,Autoencoder,Deep Learning,",,,Coursera,,
Marketing in a Digital World,Business,Marketing,"Digital Marketing,Marketing,Pricing Strategies,Marketing Mix,Product Strategies,",4.7,16749.0,Coursera,,
Database Design and Basic SQL in PostgreSQL,Computer Science,Software Development,,4.8,704.0,Coursera,,
"Python Functions, Files, and Dictionaries",Computer Science,Software Development,,4.8,4980.0,Coursera,,
"Modern Robotics, Course 1:  Foundations of Robot Motion",Physical Science and Engineering,Mechanical Engineering,,4.7,867.0,Coursera,,
Capstone: Creating A Sustainability Proposal,Business,Leadership and Management,,4.9,37.0,Coursera,,
Uncommon Sense Teaching: Teaching Online,Social Sciences,Education,"teaching online,Online Education,online teacher,web-based training,Learning,",5.0,20.0,Coursera,,
Digital Signal Processing 4: Applications,Physical Science and Engineering,Electrical Engineering,,4.7,56.0,Coursera,,
"Programming Foundations with JavaScript, HTML and CSS",Computer Science,Mobile and Web Development,"HTML,JavaScript,Cascading Style Sheets (CSS),Html5,",4.6,14270.0,Coursera,,
Advanced Trading Algorithms,Business,Finance,,4.6,505.0,Coursera,,
Corporate Financial Decision-Making for Value Creation,Business,Finance,,4.7,430.0,Coursera,,
Acupressure,Health,Patient Care,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,",4.6,11.0,Coursera,,
Python Data Analysis,Computer Science,Software Development,,4.7,862.0,Coursera,,
Introduction to Digital Marketing,Business,Marketing,"engagement,80/20 Rule of Social Media,Storytelling,Keyword Selection,Review Management,",4.7,53.0,Coursera,,
Fundamentals of Immunology: T Cells and Signaling,Health,Basic Science,,4.8,466.0,Coursera,,
Blockchain Opportunity Analysis for Global Commerce,Business,Business Strategy,,,,Coursera,,
Getting and Cleaning Data,Data Science,Data Analysis,"Data Manipulation,Regular Expression (REGEX),R Programming,Data Cleansing,",4.5,8010.0,Coursera,,
Finance for Non-Financial Professionals,Business,Finance,"Accounting,Financial Ratio,Financial Statement,Finance,",4.6,4341.0,Coursera,,
Data Analysis Using Python,Data Science,Data Analysis,"Data Science,Python Libraries,Python Programming,Data Analysis,Data Visualization (DataViz),",4.6,314.0,Coursera,,
Financial Risk Management with R,Business,Finance,"Risk Analysis,R Programming,Risk Management,Financial Risk,Portfolio (Finance),",4.4,228.0,Coursera,,
An Introduction to Interactive Programming in Python (Part 1),Computer Science,Software Development,"Programming Principles,Python Syntax And Semantics,Computer Programming,Python Programming,",4.8,3208.0,Coursera,,
Market and Competition in Pricing Strategy,Business,Marketing,"Competitor Pricing Models,Pricing Strategies,Pricing to Competition,Price Discrimination,Market Segmentation,",4.9,216.0,Coursera,,
"Android App Components - Intents, Activities, and Broadcast Receivers",Computer Science,Mobile and Web Development,"Computer Programming,Android Studio,Android Software Development,Concurrent Computing,",4.2,775.0,Coursera,,
Procurement Basics,Business,Leadership and Management,,4.7,374.0,Coursera,,
Fundamentals of Marketing Strategy,Business,Marketing,,4.5,31.0,Coursera,,
Computer Simulations,Data Science,Machine Learning,,4.5,74.0,Coursera,,
Leading Through Effective Communication,Personal Development,Personal Development,"Sharing your vision as a leader,Building future leaders,Sending a message with relatability,Making safe spaces to communicate,Assembling a successful team,",,,Coursera,,
